AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
85,False,CAL FIRE Tuolumne Calaveras Unit,,2014,True,/incidents/2014/6/22/oak-fire/,,,Calaveras,5,,,,2014-06-24T19:00:00Z,,False,True,,,1,38.058,"Oak Valley Road at Pool Station Road, south of San Andreas",-120.66,True,Oak Fire,100,,True,"The Oak Fire started on June 22, 2014 and burned 85 acres off Oak Valley Road at Pool Station Road, south of San Andreas in Calaveras County.","Oak Fire, Oak Valley Road, Calaveras County, June 22, 2014, south of San Andreas",2014-06-22T12:37:00Z,Finalized,,1,,,06ae83a9-125e-4cf5-826e-8b541b2308fd,2014-06-24T19:00:00Z,
84,False,US Forest Service - Tahoe National Forest,,2014,True,/incidents/2014/8/18/boca-fire/,,,Nevada,29,,,,2014-08-19T16:45:00Z,,False,True,,,,39.3918,"off Interstate 80 at Hirschdale, east of Truckee ",-120.0805,False,Boca Fire,100,,True,"The Boca Fire started on August 19, 2014 and burned 84 acres off Interstate 80 at Hirschdale, east of Truckee in Nevada County.","Nevada County, Tahoe National Forest, USFS, August 2014, Truckee, Hirschdale, Hirschdale Fire, Boca Fire",2014-08-18T10:00:00Z,Finalized,,,,,605ac5e1-9903-45ba-872d-3d9c437457d7,2014-08-19T16:45:00Z,
80,False,CAL FIRE Santa Clara Unit,,2014,True,/incidents/2014/8/28/casa-fire/,,,Santa Clara,43,,,,2014-08-31T08:15:00Z,,False,True,,,,0.0,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",0.0,False,Casa Fire,100,,True,"The Casa Fire started August 28 and burned 80 acres off Hwy 152 near Casa De Fruta, 10 miles east of Gilroy in Santa Clara County.","Casa Fire, Santa Clara County, Casa De Fruta, Gilroy, Hwy 152",2014-08-28T15:10:00Z,Finalized,,,,,f2d201e0-515b-4df7-96f4-0ff840da4ed3,2014-08-31T08:15:00Z,
80,False,CAL FIRE Santa Clara Unit,,2014,True,/incidents/2014/7/11/marsh-fire/,,,Contra Costa,7,,,,2014-07-12T18:00:00Z,,False,True,,,,37.5359,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",-121.5118,True,Marsh Fire,100,,True,"The Marsh Fire started on July 11th, 2014 off off Marsh Creek Rd., near Aspara Drive, east of Clayton and burned 80 acres.","Marsh Fire, Contra Costa County, Marsh Creek Road, Aspara Drive, Clayton, Santa Clara",2014-07-11T21:57:00Z,Finalized,,,,,dc1a83b0-500c-440f-85d7-7090884f5487,2014-07-12T18:00:00Z,
79,False,Stanislaus National Forest ,,2014,False,/incidents/2014/9/7/montgomery-fire/,,,Mariposa,22,,,,2014-09-09T19:45:00Z,,False,True,,,,0.0,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",0.0,False,Montgomery Fire,100,,True,"The Montgomery Fire started on September 7 and burned 79 acres near Ponderosa Way & Tuolumne River Rd, south of Coulterville (Mariposa County) on the Stanislaus National Forest.","Montgomery Fire, Mariposa County, Ponderosa Way, Tuolumne River, Coulterville, Stanislaus National Forest ",2014-09-07T16:46:00Z,Finalized,,,,,eb9797e5-4caa-4514-8098-6bd120c0e3c6,2014-09-09T19:45:00Z,
78,False,CAL FIRE/Riverside County Fire,,2014,True,/incidents/2014/7/23/sabina-fire/,,,Riverside,33,,,,2014-07-24T09:00:00Z,,False,True,,,,0.0,Sabina Road and Ballinger Road in the community of Aguanga,0.0,False,Sabina Fire,100,,True,"The Bible Fire started on July 23, 2014 off Sabina Road and Ballinger Road in the community of Aguanga and burned 78 acres.","Sabina Fire, Sabina Road and Ballinger Road in the community of Aguanga, Riverside County",2014-07-23T10:47:00Z,Finalized,,,,,7ac5c3c7-ba1d-47c4-8678-727729c51465,2014-07-24T09:00:00Z,
75,False,CAL FIRE Shasta-Trinity Unit,,2014,True,/incidents/2014/7/5/cassel-fire/,,,Shasta,45,5,1,3,2014-07-08T18:30:00Z,,False,True,,,,40.5719,"Off Cassel Road at Thrush Road, in Cassel",-121.3415,True,Cassel Fire,100,108,True,"The Cassel Fire started on July 5, 2014 and burned off Cassel Road at Thrush Road, in Cassel in Shasta County.","Cassel Fire, Cassel Road, Thrush Road, Cassel,  Shasta County, 

",2014-07-05T18:44:00Z,Finalized,,,,,0bc42201-27c2-4b3d-a329-ce44bc1261d9,2014-07-08T18:30:00Z,2
75,False,CAL FIRE San Benito-Monterey Unit,,2014,True,/incidents/2014/4/30/san-lucas-fire/,,,Monterey,27,,,,2014-05-01T19:00:00Z,,False,True,,,,36.103,"San Lucas & Jolon Rd, west of King City ",-121.117,False,San Lucas Fire,100,,True,"The San Lucas Fire started on April 30, 2014 and burned off of San Lucas & Jolon Rd, west of King City in Monterery County.","San Lucas Fire,San Lucas, Jolon Rd, King City, Monterey County",2014-04-30T14:25:00Z,Finalized,,,,,91c3081d-33b4-46f2-8774-032c57f0f6a2,2014-05-01T19:00:00Z,
72,False,CAL FIRE Butte Unit,,2014,True,/incidents/2014/7/14/wildlife-fire/,,,Butte,4,,,,2014-07-16T08:00:00Z,,False,True,,,,39.4664,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",-121.6129,False,Wildlife Fire,100,,True,"The Wildlife Fire started on July 14, 2014 off Larkin Road, west of Oroville in Butte County and burned 72 acres.","Wildlife Life, Butte County, Larkin Road, Oroville, west of Oroville",2014-07-14T18:00:00Z,Finalized,,,,,9c21bb74-e919-403c-8a43-05f561669e4e,2014-07-16T08:00:00Z,
70,False,CAL FIRE Tuolumne Caleveras Unit,,2014,True,/incidents/2014/9/4/jackson-fire/,,,Tuolumne,55,,,,2014-09-05T09:15:00Z,,False,True,,,,37.8316,Hwy 49 & Jacksonville Rd near the community of Moccasin,-120.3434,False,Jackson Fire,100,,True,The Jackson Fire started on September 4 and burned 70 acres off Hwy 49 & Jacksonville Rd near the community of Moccasin (Tuolumne County).,"Jackson, Jackson fire, jacksonville rd, Moccasin, Hwy 49, Tuolumne County",2014-09-04T11:51:00Z,Finalized,,,,,726710bb-32d4-46bf-9729-7f3396defcf0,2014-09-05T09:15:00Z,
70,False,Sequoia National Forest,,2014,False,/incidents/2014/7/1/ranch-fire/,,,Kern,15,,,,2014-07-06T08:30:00Z,,False,True,,,,0.0,Southwest of Greenhorn Summit,0.0,False,Ranch Fire,100,,True,"The Ranch Fire started July 1, 2014 and burned 150 acres southwest of Greenhorn Summit on the Sequoia National Forest in Kern County.","Ranch Fire, Greenhorn Summit, Kern County, Sequoia National Forest",2014-07-01T18:15:00Z,Finalized,,,,,9487beeb-6c40-46fc-b4b3-a353a688a826,2014-07-06T08:30:00Z,
70,False,CAL FIRE Sonoma-Lake-Napa Unit,,2014,True,/incidents/2014/6/12/norman-fire/,,,Solano,48,,,,2014-06-13T08:00:00Z,,False,True,,,,121.999,"off Rolling Hills Lane, north of Vacaville ",38.453,False,Norman Fire,100,,True,"The Norman Fire started on June 12, 2014 off Rolling Hills Lane, north of Vacaville and burned 40 acres.","Norman Fire, Vacaville, Solano, Rolling Hills Lane",2014-06-12T14:29:00Z,Finalized,,,,,45cf54ae-c166-4f81-816f-2e0ef959a56e,2014-06-13T08:00:00Z,
65,False,Inyo National Forest,,2014,False,/incidents/2014/9/16/june-fire/,,,Inyo,14,,,,2014-09-21T09:00:00Z,,False,True,,,,0.0,at the base of June Mountain,0.0,False,June Fire,100,,True,"The June Fire started on September 16, 2014 and burned 65 acres near the base of June Mountain in Inyo County.","USFS, June Fire, September 2014, Sept 2014, Inyo County, June Mountain, Inyo National Forest",2014-09-16T19:07:00Z,Finalized,,,,,5463296a-0cfa-46a1-bd8a-dfbf1afc996b,2014-09-21T09:00:00Z,
62,False,CAL FIRE Mendocino Unit,,2014,True,/incidents/2014/9/21/nelson-fire/,"The fire is 100% contained.  Firefighters continue mop-up and patrol operations.  

<p>With the current weather conditions and elevated fire danger, CAL FIRE is asking everyone to use extreme caution, “one less spark – one less wildfire”.  For more information on how to prepare for wildfires, go to www.readyforwildfire.org. 
",,Mendocino,23,2,,2,2014-09-22T16:30:00Z,,False,True,,,,0.0,"off Nelson Ranch Rd, 9 mile south of Ukiah",0.0,True,Nelson Fire,100,42,True,"The Nelson Fire started on September 21, 2014 and burned 62 acres off Nelson Ranch Rd, 9 mile south of Ukiah in Mendocino County.","Nelson Fire, Nelson Ranch Rd, Ukiah, Mendocino County",2014-09-21T16:13:00Z,Finalized,,,,,a44b9e07-680d-4857-9d27-834363373a83,2014-09-22T16:30:00Z,
60,False,CAL FIRE Butte Unit,,2014,True,/incidents/2014/1/1/honcut-fire/,,,Butte,4,,,,2014-01-02T07:30:00Z,,False,True,,,,0.0,off Palermo Honcut Highway and Ahart Road near the community of Honcut,0.0,False,Honcut Fire,100,,True,"The Honcut Fire started on January 1, 2014 and burned 60 acres off Palermo Honcut Highway and Ahart Road near the community of Honcut in Butte County. ","Honcut, butte county, butte, oroville, Palermo, Ahart, ",2014-01-01T10:46:00Z,Finalized,,,,,42af9060-4b93-4919-bd89-9fe684b41fd3,2014-01-02T07:30:00Z,
57,False,CAL FIRE / Riverside County Fire,,2014,True,/incidents/2014/3/28/van-buren-fire/,,,Riverside,33,,,,2014-03-29T17:15:00Z,,False,True,,,,33.5982,Off Ave 62 and Van Buren St in Thermal,-116.1985,False,Van Buren Fire,100,,True,"The Van Buren Fire started on March 28, 2014 and burned 57 acres off Ave 62 and Van Buren St in Thermal (Riverside County).","Ave 62, Van Buren St, Thermal, Riverside County ",2014-03-28T14:31:00Z,Finalized,,,,,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa,2014-03-29T17:15:00Z,
56,False,Marine Corps Base - Camp Pendleton,,2014,True,/incidents/2014/5/14/freeway-fire/,,,San Diego,37,,,,2014-05-20T11:30:00Z,,False,True,,,,0.0,"Naval Weapons Station, Fallbrook",0.0,False,Freeway Fire ,100,,True,"The Freeway Fire started on May 14, 2014 and burned 56 acres off Naval Weapons Station in San Diego County.","Freeway Fire, Camp Pendleton, San Diego County, Fallbrook, Naval Weapons Station",2014-05-14T17:43:00Z,Finalized,,,,,36076476-0b5d-445a-a82b-27f953f3dde1,2014-05-20T11:30:00Z,
50,False,CAL FIRE Shasta-Trinity Unit,,2014,True,/incidents/2014/5/14/fiddler-fire/,,,Shasta,45,,,,2014-05-15T11:30:00Z,,False,True,,,,40.39,Off Perla Rd & Fiddlers Rd in Igo,-122.721,False,Fiddler Fire,100,,True,"The Fiddler Fire started on May 14, 2014 and burned 50 acres off of Perla Rd and Fiddlers Rd in Shasta County.","Fiddler Fire, Shasta County, Perla Rd, Fiddlers Rd,",2014-05-14T14:00:00Z,Finalized,,,,,2c241790-d062-4b15-9a25-8e511c0febab,2014-05-15T11:30:00Z,
48,False,CAL FIRE San Bernardino Unit / Chino Valley Fire District,,2014,True,/incidents/2014/10/16/bane-fire/,,,San Bernardino,36,,,,2014-10-17T18:15:00Z,,False,True,,,,33.93869,in Chino Hills State Park near the Bane Canyon entrance,-117.70643,False,Bane Fire,100,,True,"The Bane Fire started on October 16, 2014 and burned 48 acres in the Chino Hills State Park near the Bane Canyon entrance in San Bernardino County.","Bane Fire, Chino Hills State Park, Bane Canyon, San Bernardino County, San Bernardino Unit, Chino Valley Fire District",2014-10-16T14:34:00Z,Finalized,,,,,f5552e75-f74c-4bc0-99b8-6c66ee8cde3d,2014-10-17T18:15:00Z,
47,False,CAL FIRE San Benito-Monterey Unit,,2014,True,/incidents/2014/7/7/interlake-fire/,,,San Luis Obispo,",40",,,,2014-07-08T18:30:00Z,,False,True,,,,35.8218,along Interlake Road between Monterey & San Luis Obispo County,-121.0226,False,Interlake Fire,100,,True,"The Interlake Fires started on July 7, 2014 and burned along Interlake Road in Monterey & San Luis Obispo County.","Interlake Fire, Interlake Rd, Lockwood, Monterey County, CAL FIRE San Benito-Monterey Unit",2014-07-07T16:12:00Z,Finalized,,,,,1df51ee3-c15a-4266-bf3d-d52272189cff,2014-07-08T18:30:00Z,
40,False,CAL FIRE Fresno-Kings Unit,,2014,True,/incidents/2014/6/9/morgan-fire/,,Highway 168 has been reopened.,Fresno,10,,,,2014-06-11T07:30:00Z,,False,True,,,4,36.991825,"near the 16,000 block of Highway 168 near Prather",-119.525506,True,Morgan Fire,100,,True,"The Morgan Fire started on June 9, 2014 and burned 40 acres near the 16,000 block of Highway 168 near Prather in Fresno County. ","Morgan Fire, Highway 168, Prather, Fresno County, June 2014, CAL FIRE Fresno-Kings Unit ",2014-06-09T15:15:00Z,Finalized,,1,,,857e832f-17bd-4ad2-8789-99b003187049,2014-06-11T07:30:00Z,
38,False,CAL FIRE Nevada-Yuba-Placer,,2014,True,/incidents/2014/7/7/hutto-fire/,,,Nevada,29,,,,2014-07-08T06:56:00Z,,False,True,,,,39.1871,on Hutto Rd & Keller Rd in Smartsville,-121.2687,False,Hutto Fire,100,,True,"The Hutto Fire started on July 7, 2014 on Hutto Rd & Keller Rd in Smartsville and burned 38 acres.","Hutto Fire, Nevada-Yuba-Placer, Nevada Yuba Placer, Hutto Road, Keller Road, Smartsville, Nevada County",2014-07-07T16:35:00Z,Finalized,,,,,61506ea2-3f16-4aa6-ba54-d7788c3a2b35,2014-07-08T06:56:00Z,
37,False,CAL FIRE Humboldt-Del Norte Unit,,2014,True,/incidents/2014/8/1/mcclellan-fire/,,,Humboldt,12,,,,2014-08-02T08:00:00Z,,False,True,,,,0.0,on Hwy 36 at McClellan Mountain Rd in Dinsmore,0.0,False,McClellan Fire,100,,True,"The McClellan Fire started August 1, 2014 and burned 37 acres on Hwy 36 and McClellan Mountain Rd, Dinsmore in Humboldt County.","McClellan Fire, Hwy 36, McClellan Mountain Rd, Dinsmore, Humboldt County, CAL FIRE Humboldt-Del Norte Unit ",2014-08-01T15:47:00Z,Finalized,,,,,0567f7bd-c345-4124-9526-b8f88a938b01,2014-08-02T08:00:00Z,
37,False,CAL FIRE Tuolumne-Calaveras Unit,,2014,True,/incidents/2014/5/27/lake-fire/,,,Stanislaus,50,,,,2014-05-29T08:45:00Z,,False,True,,,,0.0,Hwy 132 and Lake Rd near LaGrange,0.0,False,Lake Fire,100,,True,"The Lake Fire started on May 27, 2014 and burned off Hwy 132 and Lake Rd near LaGrange in Stanislaus County.","Lake Fire, Hwy 132, Lake Rd, LaGrange, Stanislaus County, Tuolumne-Calaveras Unit

",2014-05-27T11:23:00Z,Finalized,,,,,4075bfa7-794b-446c-b30d-0a8d38085419,2014-05-29T08:45:00Z,
31,False,CAL FIRE Riverside County Fire,,2014,True,/incidents/2014/6/6/bogart-fire/,,,Riverside,33,1,,1,2014-06-07T19:00:00Z,,False,True,,,,0.0,in Bogart Park in Cherry Valley,0.0,True,Bogart Fire,100,51,True,"The Bogart Fire started on June 6, 2014 near Bogart Park, in Riverside County and burned 31 acres.","Bogart Fire, Riverside County, Jun 6, 2014, Bogart Park, Bogart.",2014-06-06T17:32:00Z,Finalized,,,,,fc0e054f-887f-4bb5-87af-bde461bf4e4a,2014-06-07T19:00:00Z,
30,False,CAL FIRE Siskiyou Unit,,2014,True,/incidents/2014/7/29/siskiyou-county-lightning-fires/,"The 24 separate lighting-sparked fires burning in Siskiyou County that totaled 30 acres are now contained.
",,Siskiyou,47,,,,2014-08-02T11:00:00Z,,False,True,,,,0.0,Throughout Siskiyou County,0.0,True,Siskiyou County Lightning Fires,100,,True,"The Siskiyou County Lightning Fires started on July 29, 2014 and burned 30 acres throughout Siskiyou County.","Siskiyou County, Lightning Fires",2014-07-29T13:00:00Z,Finalized,,,,,279d9058-7545-488b-8a83-51b12e60cb47,2014-08-02T11:00:00Z,
30,False,CAL FIRE Amador-El Dorado Unit,,2014,True,/incidents/2014/7/9/bible-fire/,,,El Dorado,9,,,,2014-07-09T16:45:00Z,,False,True,,,,38.608336,"off Mt Aukum Rd, Somerset ",-120.703238,False,Bible Fire,100,,True,"The Bible Fire started on July 9, 2014 off Mt. Aukum Rd. near Somerset in El Dorado County and burned 30 acres.","Bible Fire, Mt. Aukum Rd, Somerset, El Dorado County, 30 acres, July 9, 2014",2014-07-09T14:34:00Z,Finalized,,,,,da607cd1-32fc-44c0-bd7a-ba14ad0a14cc,2014-07-09T16:45:00Z,
29,False,CAL FIRE San Diego Unit,,2014,True,/incidents/2014/5/5/jacumba-fire/,,,San Diego,37,,,,2014-05-06T10:20:00Z,,False,True,,,,32.665,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",-116.222,False,Jacumba Fire,100,,True,"Jacumba Fire burned on May 5, 2014 off Interstate 8 in San Diego County.","Jacumba Fire, San Diego County, Interstate 8",2014-05-05T16:36:00Z,Finalized,,,,,d5cb2477-6627-4ef6-bab1-d0eecc4ad12a,2014-05-06T10:20:00Z,
27,False,CAL FIRE Sonoma-Lake-Napa Unit,,2014,True,/incidents/2014/9/11/stage-coach-fire/,,,Napa,28,,,,2014-09-15T14:20:00Z,,False,True,,,,38.695961,"Berryessa Estates, North of Lake Berryessa",-122.384054,False,Stage Coach Fire,100,,True,"The Stage Coach Fire started on September 11, 2014 and burned 27 acres near the Berryessa Estates, north of Lake Berryessa in Napa County. ","Stage Coach Fire, Sonoma-Lake-Napa Unit, Napa County, Berryessa Estates, Lake Berryessa",2014-09-11T15:14:00Z,Finalized,,,,,7e564dd5-1d4e-4999-8aea-93691ad314ac,2014-09-15T14:20:00Z,
25,False,Ventura County Fire Department,,2014,True,/incidents/2014/9/29/foothill-fire/,,,Ventura,56,,,,2014-09-30T15:00:00Z,,False,True,,,,0.0,off Foothill Rd near Ventura ,0.0,False,Foothill Fire ,100,,True,"The Foothill Fire started on September 29, 2014 and burned 25 acres off Foothill Rd near Ventura in Ventura County.","Foothill Fire, Ventura County Fire Department, Ventura, Foothill Rd",2014-09-29T19:35:00Z,Finalized,,,,,6e986794-095c-4ba4-a129-cc45ab69d4ec,2014-09-30T15:00:00Z,
25,False,CAL FIRE Shasta-Trinity Unit,,2014,True,/incidents/2014/8/29/leopard-fire/,,,Shasta,45,,,,2014-08-29T13:15:00Z,,False,True,,,,40.0,"Hyrax Road at Dersch Road, east of Redding",29.24,False,Leopard Fire,100,,True,"The Leopard Fire started August 29 and burned 25 acres off Hyrax Road at Dersch Road, east of Redding in Shasta County.","Leopard Fire, Shasta County, Redding, Hyrax Road, Dersch Road August 2014",2014-08-29T12:21:00Z,Finalized,,,,,952443ab-3af0-431d-9040-c73a45925401,2014-08-29T13:15:00Z,
25,False,CAL FIRE Fresno-Kings Unit,,2014,True,/incidents/2014/6/11/hall-fire/,,,Fresno,10,,,,2014-06-09T19:15:00Z,,False,True,,,,36.742747,near Hwy 180 & Hall Lane near Squaw Valley,-119.241493,False,Hall Fire,100,,True,"The Hall Fire started on June 9, 2014 and burned 25 acres near Hwy 180 & Hall Lane near Squaw Valley in Fresno County.","Hall Fire, Fresno County, June 9, 2014, Squaw Valley, Hwy 180, ",2014-06-11T07:30:00Z,Finalized,,,,,ccc2ec2b-4941-4bbd-ae60-be6706d97f13,2014-06-09T19:15:00Z,
20,False,US Forest Service - Lake Tahoe Basin Management Unit,,2014,False,/incidents/2014/9/25/cascade-fire/,,,El Dorado,9,,,,2014-09-25T07:27:00Z,,False,True,,,,38.9195001,"Desolation Wilderness, 8 miles west of South Lake Tahoe",-120.1140659,False,Cascade Fire,100,,True,"The Cascade Fire started on September 25 and burned 20 acres in Desolation Wilderness, 8 miles west of South Lake Tahoe in El Dorado County.","Lake Tahoe, Cascade Fire, US Forest Service, Lake Tahoe Basin Management Unit, Desolation Wilderness, South Lake Tahoe",2014-09-25T18:00:00Z,Finalized,,,,,0b2d503c-7bd5-45e7-b029-61306ae6e7c0,2014-09-25T07:27:00Z,
20,False,CAL FIRE San Diego Unit,,2014,True,/incidents/2014/8/16/border-fire/,,,San Diego,37,,,,2014-08-17T07:45:00Z,,False,True,,,,32.59154,on Kuebler Ranch near Otay Mountain,-116.89516,False,Border Fire,100,,True,"The Border Fire started on August 16, 2014 and burned 20 acres on Kuebler Ranch, Otay Mountain in San Diego County.","Border Fire, CAL FIRE San Diego Unit, San Diego County, Kuebler Ranch, Otay Mountain",2014-08-16T16:22:00Z,Finalized,,,,,64812487-ac4c-40da-b069-2884d7a04675,2014-08-17T07:45:00Z,
18,False,CAL FIRE Humboldt Del-Norte Unit,,2014,True,/incidents/2014/1/3/bridge-fire/,,,Humboldt,12,,,,2014-01-04T18:30:00Z,,False,True,,,,0.0,near the community of Bridgeville,0.0,False,Bridge Fire,100,,True,"The Bridge Fire started on January 3, 2014 and burned 18 acres near the community of Bridgeville in San Diego County. ","Bridge Fire, Humboldt-Del Norte, Bridgeville",2014-01-03T10:30:00Z,Finalized,,,,,4f7bb6c9-8b10-4892-89a8-d2b78931aa10,2014-01-04T18:30:00Z,
15,False,Shasta - Trinity National Forest,,2014,False,/incidents/2014/7/1/west-fire/,,,Trinity,53,,,,2014-07-03T10:45:00Z,,False,True,,,,40.41,near the Trinity Pines community,-123.24,False,West Fire,100,,True,"The West Fire started on July 1, 2014 and burned 15 acres near the Trinity Pines community on Shasta - Trinity National Forest in Trinity County.","West Fire, Trinity Pines, Shasta Trinity National Forest, Trinity County",2014-07-01T03:45:00Z,Finalized,,,,,62c2a563-1768-4c94-ac71-694a553cfdf8,2014-07-03T10:45:00Z,
